,X1,X2,labels
0,5.484082590208946,2.406718076306477,1
1,3.8470054616650895,0.1412870565682749,1
2,1.7204551584193448,3.248764268137314,0
3,3.730809622375634,1.6739171193708346,1
4,4.492031184417851,1.719160494514668,1
5,4.185120036516908,1.6741894331855454,1
6,2.4169146236043426,5.506576531781272,0
7,6.126165906836739,2.054576861400836,1
8,2.287023147964961,3.3861031117090903,0
9,3.293088249107215,4.622708700045691,0
10,3.718108830752403,2.4398391288324106,0
11,4.852298666736991,2.141064548116075,1
12,2.6780183648728517,1.4970475961876377,1
13,6.281024638420133,0.6647726576403938,1
14,2.1982595553469175,3.57976950565839,0
15,1.7050726758729287,5.264359924822581,0
16,4.610608678503612,2.620006630460615,1
17,3.751447849831419,1.527925483048535,1
18,3.2702396843044266,3.158852386732617,1
19,2.1536145744735125,4.060389554333623,0
20,2.4682468501039834,0.8413403857680486,1
21,4.057268777381123,3.380748313454801,1
22,2.85923910801786,3.4881806912392292,0
23,4.412624808377981,3.855461437697614,1
24,5.585595955492214,2.3504715351645187,1
25,0.2142812390007396,3.387146616574936,0
26,2.2717713442844167,4.407832465203479,0
27,1.840273657048671,4.5242300018883155,0
28,0.36532155556618773,2.3499946350863747,0
29,5.192566437449757,1.2802397369569953,1
30,3.2438117083478857,1.9867173503748066,1
31,2.1292735482426917,3.665041049054321,0
32,3.20312790283396,4.15762221777873,0
33,1.3314677063627258,4.4832075717954405,0
34,1.9468338663248939,3.4713304767043933,0
35,0.9235923695970689,3.719317637126711,0
36,2.5812918916882572,2.498021564468474,1
37,3.326478575198153,5.266521880701387,0
38,1.5225770143391633,4.708683558684807,0
39,1.6322307491486354,5.929351246392706,0
40,3.1522687267970717,3.6196711292200017,0
41,3.533789405794169,3.226352510153837,1
42,2.176180567415333,2.6008601305817804,1
43,4.510006017984924,2.2160363609265503,1
44,1.8784786098843074,3.1529579241514125,1
45,3.41349028536412,3.6741698010497474,0
46,3.4250671315844112,3.3333904061054964,0
47,2.1217043223470653,4.442778763128514,0
48,1.8899388325821296,2.1537047056320513,0
49,4.524364509691288,1.0777304629049356,1
50,5.065963186637704,2.7244072626580125,1
51,3.8460814491341004,0.9506344949224923,1
52,3.7000195293630296,1.102723208955195,1
53,4.0948435328264985,2.1024723800506897,1
54,3.6162342107836345,-0.42219017696018213,1
55,4.436331720036152,1.2232032015112984,1
56,5.375056569478982,1.1598462387707755,1
57,1.57879805747642,3.5797210856971873,0
58,3.3970110201863366,3.343273288048202,1
59,2.1507579271848263,4.833233318247273,0
60,1.2268688922369906,4.268806444349319,0
61,3.320752622912922,2.4546041770169476,0
62,1.7656641401083395,4.816169884357877,0
63,4.165000539295993,4.449544970384097,1
64,2.78652012933588,4.148628045189024,0
65,1.5425866953314624,4.470268331267548,0
66,4.458324252236365,1.9191053152472064,1
67,0.9915068651859813,4.770934623066568,0
68,0.7390371151783539,3.541909389184253,0
69,2.158741190257566,0.7067981384347988,0
70,1.634562491534603,2.790184768918956,0
71,-0.45519085253620295,3.7308603147901485,0
72,3.9861495356946888,2.629665363905042,1
73,1.3055127698059459,5.434162917809644,0
74,5.395294734277315,0.5769413055769432,1
75,3.7080549200275232,2.7916663618358584,1
76,3.3536823539859286,1.440129548964216,1
77,4.652343051071013,-0.5782739267513772,1
78,4.472310622900764,1.5851469095895439,1
79,1.6073755745710616,6.049695928094714,0
80,2.5049542298215925,3.9950231880744407,0
81,-0.01895979239951595,4.308714105445286,0
82,2.6538628845444134,4.671022088900634,0
83,4.055399570404428,2.9064620370226573,1
84,3.2471387899904824,2.9655401884560693,0
85,4.042354529248415,4.24872309700949,0
86,3.799465232575294,3.735459145254076,1
87,2.2405984600920763,1.6940601128718102,1
88,4.897184045945618,2.1753004730367116,1
89,3.547805288562468,4.43680674416276,0
90,6.329099763021342,3.4032706410927487,1
91,3.6630059101660204,-0.14853807952546427,1
92,3.7137108954183717,2.540753712631075,1
93,0.6711173994874429,2.615591264392746,0
94,4.534546886883063,2.9210620333539987,1
95,5.099416200439217,1.7727931092623286,1
96,5.605467034252095,5.863616223563718,0
97,1.8246598211722382,2.5544636124243043,0
98,4.767443828628084,1.7058949387186844,1
99,2.4328198940601533,3.14767981898543,0
